ending0218_f line Text09	So you chose to step up, and show him something he's never seen.
ending0218_f line Text10	Maybe it's the difference between how you both do things or it's the same undercurrents.
ending0218_f line Text11	You promise that your goals are the same.
ending0218_f line Text12	You will use your own way, your own two hands to protect his beliefs.
ending0218_f line Text13	The rain and blades on the path before you
ending0218_f line Text14	You face fearlessly together because you both know,
ending0218_f line Text15	You are no longer being protected under the shadows, but you are eachother's light.
ending0301_m title	Hearts Apart
ending0301_m line Text01	Since you've first met in the Pavilion, fate has tied you together.
ending0301_m line Text02	Entering the Pavilion and passing the exams together,
ending0301_m line Text03	Experiencing all the world has to offer and the dangers of Jianghu.
ending0301_m line Text04	But she knows...imaginary dreams cannot save anyone
ending0301_m line Text05	Tossing away her past decisively and embracing a cruel decision.
ending0301_m line Text06	It was you that promised that you would carry everything with her.
ending0301_m line Text07	But your paths of Xia split, sending you to opposite ends of the world.
ending0301_m line Text08	Or maybe she left because she was afraid she couldn't sever the ties in her heart.
ending0301_m line Text09	A decision to escape that allows you both to walk your own paths.
ending0301_m line Text10	The distance between you, let her cherish the bond you had. She used it as medicine for her pains and hesitation.
ending0301_m line Text11	On that flower terrace, under the bright Cygnus constellation
ending0301_m line Text12	You also decided to find your own answers
ending0301_m line Text13	To not be afraid of the storm that covers the sun ahead,
ending0301_m line Text14	and wait patiently for the day you see her again in Jianghu.
ending0302_m title	Hearts Apart
ending0302_m line Text01	Since entering the Pavilion, all that she carried with her, was something intangible and unknowable.
ending0302_m line Text02	The decline of the Zhong family didn't happen overnight, nor it would have been easy to reverse by one person.
ending0302_m line Text03	Even at the start of your journey, with your ignorance of Jianghu, you knew there was a weight on her shoulders.
ending0302_m line Text04	The changes of wulin, the coming enemies, sorrows, and truths...
ending0302_m line Text05	All of of them struck her beliefs, ate at her spirit.
ending0302_m line Text06	Even so, you have never seen the spark in those eyes dim.
ending0302_m line Text07	Those this shoulders standing before the waves of the Sun Moon Villa.
ending0302_m line Text08	Their own strength, is it enough to hold up this sinking ship?
ending0302_m line Text09	"If that was you, you can definitely do it."
ending0302_m line Text10	On a lonely rock, you smiled,
ending0302_m line Text11	under a bright moon, rivers connect with the sky, just like the endless road ahead.
ending0302_m line Text12	Dispite this, you will not slow down...
ending0302_m line Text13	The long night will end, and the dawn must come.
ending0303_m title	Hearts Apart
ending0303_m line Text01	The scene of the welcoming banquet is still fresh in your mind, that smile, as welcoming as it was, you didn't think much more of it.
ending0303_m line Text02	But then, the winds of change came, you walked by her side. She became your shield, and you became her protector.
ending0303_m line Text03	You've seen her anger because you were poisoned, you've seen her pride when teaching.
ending0303_m line Text04	You've seen her guilt from killing, her frustration when she was confused.
ending0303_m line Text05	And only you've seen, when you said you would carry everything with her, her tearful and shy smile.
ending0303_m line Text06	That day, you decided to leave Mt. Lu with Masters and peers, seeking your own path.
ending0303_m line Text07	Before you leave, you looked at eachother, eye to eye, after some exchange of emotion, she smiled at you.
ending0303_m line Text08	And you understood in your heart.
ending0303_m line Text09	So you wear the wooden sword with red tassel by the waist, for now on, you will never forget about her, despite the distance apart.
ending0303_m line Text10	Desert sand is swept up towards the sky, and the world is vast, you do not know where she was, nor where she will go.
ending0303_m line Text11	The only thing you're sure of, is that when next time you meet, you both would be one step forward in your own path.
ending0304_m title	Hearts Apart
ending0304_m line Text01	Thinking about the past, bandits, assassins, zombies and Blood Wolves.
ending0304_m line Text02	Your path has been filled with conflicts since you've first met.
ending0304_m line Text03	Ambush, poison, one challenge after another, yet the two of you have never casted eachother aside.
ending0304_m line Text04	Yet your path together ended when her path of Xia diverged from yours.
ending0304_m line Text05	She believes,
ending0304_m line Text06	Evil, must be stopped at its infancy.
ending0304_m line Text07	You cannot be as absolute as she is.
ending0304_m line Text08	She did not think you were wrong, but she knows,
ending0304_m line Text09	the Jianghu is in chaos, a great enemy upon you, the two of you shouldn't walk your path together.
ending0304_m line Text10	Thus, she buried her feelings deep in her heart, as for those evil that accompanied her path,
ending0304_m line Text11	They shall be tribute for this memory.
ending0304_m line Text12	
ending0304_m line Text13	You looking upon the starry sky, each silver glow turns into a red spark in your eyes.
ending0304_m line Text14	Though you know not where she is now,
ending0304_m line Text15	you still hope that, once the world knows peace, that spark will burn before you once more.
ending0305_f title	Hearts Apart
ending0305_f line Text01	You first met on the shore of lake Panyang.
ending0305_f line Text02	He is also the first swordsman you've met in Jianghu.
ending0305_f line Text03	Obssessed with martial arts, addicted to alcohol, he is a Xia straight out of a wuxia novel.
ending0305_f line Text04	He is dashing, yet outgoing, and an inspiration to those around him,
ending0305_f line Text05	Only you know that there is a calm and gentle heart under his easygoing exterior.
ending0305_f line Text06	
ending0305_f line Text07	How can a swordsman that does not kill walk in Jianghu and uphold justice? He doesn't have an answer.
ending0305_f line Text08	All he can do is remind himself to keep walking this path of a benevolent Xia.
ending0305_f line Text09	Even if that path diverages from your beliefs.
ending0305_f line Text10	You have supported eachother and overcame all sorts of difficulties, for him, that is the most beautiful memory,
ending0305_f line Text11	That is also the only memory he can't let go.
ending0305_f line Text12	
ending0305_f line Text13	You look upon the star and the moon, one after another, pots of fine wine empties.
ending0305_f line Text14	You recall, once upon a time, the two of you had once drank under this starry sky, sparred under the falling petals.......
ending0305_f line Text15	「If I let go, we can start again.」
ending0305_f line Text16	You mumble to yourself, then smiles,「how can it be that easy?」
ending0305_f line Text17	But you also knew, you must keep walking down this path you called your own,
ending0305_f line Text18	so that you won't let him down, as he is on his own path.
ending0306_f title	Hearts Apart
ending0306_f line Text01	The natural difference in your physiques made him see you as challenge the moment you two met,
ending0306_f line Text02	yet he never seems to be able to get the upper hands in your competitions.
ending0306_f line Text03	Once you thought the two of you simply cannot get closer,
ending0306_f line Text04	Now, you truly and well understood that——
ending0306_f line Text05	He only kept distant from you because he doesn't want to lose the feelings he treasured again.
ending0306_f line Text06	
ending0306_f line Text07	The last few years, you have worked together and competed against eachother through many trials.
ending0306_f line Text08	Secretly, you hoped this friendly rivalry can go on forever.
ending0306_f line Text09	Yet your diveraging beliefs sitll drove the two of you on differing paths......
ending0306_f line Text10	You know, there will be a day when the two of you will reunite on the battlefield.
ending0306_f line Text11	Truly finding out who is stronger in defense of your own ideals.
ending0306_f line Text12	
ending0306_f line Text13	In the night, your dashing palm strike sends purple petals flying.
ending0306_f line Text14	Though you are fighting an imaginary opponent, you cannot help but recall,
ending0306_f line Text15	recall that familar move, that familar figure.......
ending0306_f line Text16	You stay your hand, and think about him, thinking that maybe he feels the same way as you do——
ending0306_f line Text17	No matter what was casted aside, the two of you have continue on your martial path without regret.
ending0306_f line Text18	The point is to not let him down......Not letting the rival that you will respect and cherish for life down.
ending0307_f title	Hearts Apart
ending0307_f line Text01	Along the way, he protected you, and you watched out for him.
ending0307_f line Text02	You believed that the two of you can face all the storms and rain together.
ending0307_f line Text03	Until the differing ideal of Xia made you step out from his back to walk a different path.
ending0307_f line Text04	Watching out for everyone is a naive belief in this chaotic age.
ending0307_f line Text05	He looked at you, without a word.
ending0307_f line Text06	
ending0307_f line Text07	Though there is sadness in his eyes, the foot with which he defended others stood their ground.
ending0307_f line Text08	After leaving Xia Pavilion, faced with countless hardships,
ending0307_f line Text09	His silhouette would always appear in your mind.
ending0307_f line Text10	But you shook your head, dispelling that image, refocused, and carried on.
ending0307_f line Text11	You knew, the sooner the Jianghu sees peace,
ending0307_f line Text12	The easier it will be for him to walk his path.
ending0307_f line Text13	Looking at the night sky, on opposite sides of the world, neither of you will stop.
ending0307_f line Text14	You will continue to walk your own path, hoping that the two of you will be walking towards the same end.
ending0401_f title	Bloody Swallow on the Roof
ending0401_f line Text01	From the moment she realized that unrealistic ideals could not save the world
ending0401_f line Text02	she decided to walk down this dark path.
ending0401_f line Text03	For the months after she and Master Duan led others to leave the Pavilion,
ending0401_f line Text04	corrupt officials and criminals were constantly found dead in ther homes.
ending0401_f line Text05	Investigations from the government bore no fruit.
ending0401_f line Text06	All kinds of schemes and mishandled cases from officials
ending0401_f line Text07	were also met with mysterious deaths.
ending0401_f line Text08	Newly appointed officials all turned to policies to help the people,
ending0401_f line Text09	and pushed these unsolved mysteries to a higher level and refused to dig deeper.
ending0401_f line Text10	All along the region, for a moment everything weas peaceful.
ending0401_f line Text11	But that one Xia dressed in scarlet knows
ending0401_f line Text12	that this is just a drop in the bucket, and is only the beginning.
ending0401_f line Text13	No matter how high evil goes, justice must rise higher.
ending0401_f line Text14	Even if before her lays judgement and hatred from other Xia.
ending0401_f line Text15	She will do everything to follow her beliefs and protect those she cares about.
ending0401_m title	Bloody Swallow on the Roof
ending0401_m line Text01	From the moment she realized that unrealistic ideals could not save the world
ending0401_m line Text02	she decided to walk down this dark path.
ending0401_m line Text03	For the months after she and Master Duan lead the others to leave the Pavilion,
ending0401_m line Text04	corrupt officials and criminals were constantly found dead in ther homes.
ending0401_m line Text05	Investigations from the government bore no fruit.
ending0401_m line Text06	All kinds of schemes and mishandled cases from officials
ending0401_m line Text07	were also met with mysterious deaths.
ending0401_m line Text08	Newly appointed officials all turned to policies to help the people,
ending0401_m line Text09	and pushed these unsolved mysteries to a higher level and refused to dig deeper.
ending0401_m line Text10	All along the region, for a moment everything weas peaceful.
ending0401_m line Text11	But that one Xia dressed in scarlet knows
ending0401_m line Text12	that this is just a drop in the bucket, and is only the beginning.
ending0401_m line Text13	No matter how high evil goes, justice must rise higher.
ending0401_m line Text14	Even if before her lays judgement and hatred from other Xia.
ending0401_m line Text15	She will do everything to follow her beliefs and protect those she cares about.
ending0402_f title	Radiant of the golden sun
ending0402_f line Text01	The decline of the Zhong family didn't happen overnight, nor it would have been easy to reverse by one person.
ending0402_f line Text02	Because she know this well, she did not return to Sichuan immediately after leaving the Pavilion,
ending0402_f line Text03_1	instead, she decided to walk this Jianghu with her own feet, and her sun-facing silhouette now appears in the wulin.
ending0402_f line Text03	"I'm still not mature enough... and such an amateur can't change anything."
ending0402_f line Text04	In the Sun Moon Villa, questions swept through like a flood, regardless of the lineage.
ending0402_f line Text05	Zhong family elder's discrimination against the branch families, and Branch familie's despise against the direct descendants... 
ending0402_f line Text06	How long will it takes to scrape off this disrespect carved in their bones?
ending0402_f line Text07	Even if the calluses on her feet were ground flat, bleeding, she might not get an answer.
ending0402_f line Text08	Even so, she still believe that if she continued, one day this rock-solid stubbornness will eventually be penetrated.
ending0402_f line Text09	And this long journey, begins by her own two feet.
ending0402_f line Text10	
ending0402_f line Text11	One day, you received her invitation to the Sun Moon Villa.
ending0402_f line Text12	Deafening drumbeats, swaying Sun and Moon flags,
ending0402_f line Text13	Disciples surrounding the arena, everyone is excited to show off in the battles.
ending0402_f line Text14	And you see her immediately from the sea of people.
ending0402_f line Text15	As if your hearts was connected, she looks at you as well, and you see only a smile in her gaze.
ending0402_f line Text16	The surrounded crowd moves back in the thunderous drumbeats, and she walk on the arena with steady steps.
ending0402_f line Text17	In your heart, you believe -- The Sun Moon Villa will have a new step forward.
ending0402_f line Text18	Just like the warm sun after the storm.
ending0402_m title	Radiant of the golden sun
ending0402_m line Text01	The decline of the Zhong family didn't happen overnight, nor it would have been easy to reverse by one person.
ending0402_m line Text02	Because she know this well, she did not return to Sichuan immediately after leaving the Pavilion,
ending0402_m line Text03_1	instead, she decided to walk this Jianghu with her own feet, and her sun-facing silhouette now appears in the wulin.
ending0402_m line Text03	"I'm still not mature enough... and such an amateur can't change anything."
ending0402_m line Text04	In the Sun Moon Villa, questions swept through like a flood, regardless of the lineage.
ending0402_m line Text05	Zhong family elder's discrimination against the branch families, and Branch familie's despise against the direct descendants... 
ending0402_m line Text06	How long will it takes to scrape off this disrespect carved in their bones?
ending0402_m line Text07	Even if the calluses on her feet were ground flat, bleeding, she might not get an answer.
ending0402_m line Text08	Even so, she still believes that if she continued, one day this rock-solid stubbornness will eventually be penetrated.
ending0402_m line Text09	And this long journey, begins by her own two feet.
ending0402_m line Text10	
ending0402_m line Text11	One day, you receive  her invitation to the Sun Moon Villa.
ending0402_m line Text12	Deafening drumbeats, swaying Sun and Moon flags,
ending0402_m line Text13	Disciples surrounding the arena, everyone is excited to show off in the battles.
ending0402_m line Text14	And you see her immediately from the sea of people.
ending0402_m line Text15	As if your heart was connected, she looks at you as well, and you see only a smile in her gaze.
ending0402_m line Text16	The surrounded crowd move back in the thunderous drumbeats, and she walk on the arena with steady steps.
ending0402_m line Text17	In your heart, you believe -- The Sun Moon Villa will take a new step forward.
ending0402_m line Text18	Just like the warm sun after the storm.
ending0403_f title	Cherishing the damaged peach
ending0403_f line Text01	The scar on her face still hurts even years later.
ending0403_f line Text02	A lesson from her own arrogance that will always remind herself.
ending0403_f line Text03	To treat everyone equally, is it the benevolence of the healer, or the arrogance of a Xia?
ending0403_f line Text04	No one has an answer.
ending0403_f line Text05	But as long as they are in Jianghu, this path hasn't ended yet.
ending0403_f line Text06	No matter if it is the gratefulnesss of those she helped, or the confusion of the criminals,
ending0403_f line Text07	she accepts all of it.
ending0403_f line Text08	After she left the Pavilion, you occasionally get her letters.
ending0403_f line Text09	Closing your eyes you can imagine the scenes that she has been through.
ending0403_f line Text10	It's just that in all of this, you will forever miss that shillouette
ending0403_f line Text11	"It's fine, as long as we are alive, one day we will meet."
ending0403_f line Text12	Is what she wrote.
ending0403_f line Text13	Maybe there's self blame, or unwillingness to let go...but even so, she is continuing to look for her own path in this dangerou world.
ending0403_f line Text14	Believing that one day eventually you will meet again.
ending0403_m title	Cherishing the damaged peach
ending0403_m line Text01	The scar on her face still hurts even years later.
ending0403_m line Text02	A lesson from her own arrogance that will always remind herself.
ending0403_m line Text03	To treat everyone equally, is it the benevolence of the healer, or the arrogance of a Xia?
ending0403_m line Text04	No one has an answer.
ending0403_m line Text05	But as long as they are in Jianghu, this path hasn't ended yet.
ending0403_m line Text06	No matter if it is the gratefulness of those she helped, or the confusion of the criminals,
ending0403_m line Text07	she accepts all of it.
ending0403_m line Text08	After she left the Pavilion, you occasionally get her letters.
ending0403_m line Text09	Closing your eyes you can imagine the scenes that she has been through.
ending0403_m line Text10	It's just that in all of this, you will forever miss that shillouette
ending0403_m line Text11	"It's fine, as long as we are alive, one day we will meet."
ending0403_m line Text12	Is what she wrote.
ending0403_m line Text13	Maybe there's self blame, or unwillingness to let go...but even so, she is continuing to look for her own path in this dangerou world.
ending0403_m line Text14	Believing that one day eventually you will meet again.
ending0404_f title	Undying Flame
ending0404_f line Text01	Ever since her decision she knew she was past the point of no return.
ending0404_f line Text02	She also never wanted to go back, just like how she always has been.
ending0404_f line Text03	After leaving the Pavilion, she didn't do what everyone else expected
ending0404_f line Text04	and succeed the position of the Head of Shangguan family.
ending0404_f line Text05	Rather, she traveled the Wulin and ignited a fire.
ending0404_f line Text06	The fire burned so bright it scared all the bandits and corrupt officials.
ending0404_f line Text07	Until the Blood Wolves of the North marched south,
ending0404_f line Text08	She then appeared on the battlefield, protecting the children of the North Flame.
ending0404_f line Text09	Stopping the Blood Wolves at the border.
ending0404_f line Text10	Even in the face of threats and dangers from both within and without
ending0404_f line Text11	She believes that with her spear in hand
ending0404_f line Text12	She can clear a path.
ending0404_f line Text13	
ending0404_f line Text14	Looking to the North, you know that flame will burn for a long time.
ending0404_f line Text15	A very long time.
ending0404_m title	Undying Flame
ending0404_m line Text01	Ever since her decision she knew she was past the point of no return.
ending0404_m line Text02	She also never wanted to go back, just like how she always has been.
ending0404_m line Text03	After leaving the Pavilion, she didn't do what everyone else expected
ending0404_m line Text04	and succeed the position of the Head of Shangguan family.
ending0404_m line Text05	Rather, she traveled the Wulin and ignited a fire.
ending0404_m line Text06	The fire burned so bright it scared all the bandits and corrupt officials.
ending0404_m line Text07	Until the Blood Wolves of the North marched south,
ending0404_m line Text08	She then appeared on the battlefield, protecting the children of the North Flame.
ending0404_m line Text09	Stopping the Blood Wolves at the border.
ending0404_m line Text10	Even in the face of threats and dangers from both within and without
ending0404_m line Text11	She believes that with her spear in hand
ending0404_m line Text12	She can clear a path.
ending0404_m line Text13	
ending0404_m line Text14	Looking to the North, you know that flame will burn for a long time.
ending0404_m line Text15	A very long time.
ending0405_f title	Path Seeker
ending0405_f line Text01	She took off her mask, as well as her estrangement with the world.
ending0405_f line Text02	She bowed to Headmaster Chu, then leave the Pavilion,
ending0405_f line Text03	walks her own path with her sword.
ending0405_f line Text04	
ending0405_f line Text05	Several month later, some said,
ending0405_f line Text06	There's a masked female Xia in black kills with determination, and feared by murderous marauders.
ending0405_f line Text07	Others said,
ending0405_f line Text08	There's a beautiful female Xia in white influences nearby bandits with kindness.
ending0405_f line Text09	What's right? What's wrong? She believe she can find the answer one day,
ending0405_f line Text10	a regretless answer.
ending0405_f line Text11	Before that, she must walks forth.
ending0405_f line Text12	
ending0405_f line Text13	Hearing about these news, you smile,
ending0405_f line Text14	even though you don't know where she'll end up, you begin to look forward to,
ending0405_f line Text15	to the day you will meet again, that you can still call her:
ending0405_f line Text16	"Master."
ending0405_m title	Path Seeker
ending0405_m line Text01	She took off her mask, as well as her estrangement with the world.
ending0405_m line Text02	She bowed to Headmaster Chu, then leave the Pavilion,
ending0405_m line Text03	walks her own path with her sword.
ending0405_m line Text04	
ending0405_m line Text05	Several month later, some said,
ending0405_m line Text06	There's a masked female Xia in black kills with determination, and feared by murderous marauders.
ending0405_m line Text07	Others said,
ending0405_m line Text08	There's a beautiful female Xia in white influences nearby bandits with kindness.
ending0405_m line Text09	What's right? What's wrong? She believe she can find the answer one day,
ending0405_m line Text10	a regretless answer.
ending0405_m line Text11	Before that, she must walks forth.
ending0405_m line Text12	
ending0405_m line Text13	Hearing about these news, you smile,
ending0405_m line Text14	even though you don't know where she'll end up, you begin to look forward to,
ending0405_m line Text15	to the day you will meet again, that you can still call her:
ending0405_m line Text16	"Master."
ending0406_f title	Sword that Does not Kill
ending0406_f line Text01	A swordsman that doesn't kill, how does he walk the Jianghu and uphold justice? He doesn't have an answer right now.
ending0406_f line Text02	But he is determined to uphold Master Tang's will to walk this long and difficult path.
ending0406_f line Text03	He has to remind himself to keep walking on this path of a benevolent Xia.
ending0406_f line Text04	He is confident that as long as there is a jar of wine in one hand, and a sword in the other,
ending0406_f line Text05	He will be able to wonder across Jianghu to find his answer......
ending0406_f line Text06	
ending0406_f line Text07	But when he cross inns along the way, he can't help but remember,
ending0406_f line Text08	remeber telling you to come drink fine wines and have a good chat......
ending0406_f line Text09	「As long as we are still around, that promise will come to pass.」
ending0406_f line Text10	So he commented with a smile, as he subdued yet another evildoer with wine in one hand, and sword in the other.
ending0406_f line Text11	What a precious thing it is, to have met such a earnest friend in this treacherous Jianghu.
ending0406_f line Text12	
ending0406_f line Text13	A few years later, the tales begin to spread.
ending0406_f line Text14	There is a drunken swordsman addicted to martial art, his sword, never kills.
ending0406_f line Text15	Yet he can make wrongdoers change their ways, dropping their weapon, and do no more evil.
ending0406_f line Text16	No one knew how he does it,
ending0406_f line Text17	But topics like that makes for a good story to be told by the Tea Master of the Three Hero Village.
ending0406_f line Text18	And that is how the story of the sword that does not kill became widespread in Jianghu.......
ending0406_m title	Sword that Does not Kill
ending0406_m line Text01	A swordsman that doesn't kill, how does he walk the Jianghu and uphold justice? He doesn't have an answer right now.
ending0406_m line Text02	But he is determined to uphold Master Tang's will to walk this long and difficult path.
ending0406_m line Text03	He has to remind himself to keep walking on this path of a benevolent Xia.
ending0406_m line Text04	He is confident that as long as there is a jar of wine in one hand, and a sword in the other,
ending0406_m line Text05	He will be able to wonder across Jianghu to find his answer......
ending0406_m line Text06	
ending0406_m line Text07	But when he cross inns along the way, he can't help but remember,
ending0406_m line Text08	remeber telling you to come drink fine wines and have a good chat......
ending0406_m line Text09	「As long as we are still around, that promise will come to pass.」
ending0406_m line Text10	So he commented with a smile, as he subdued yet another evildoer with wine in one hand, and sword in the other.
ending0406_m line Text11	What a precious thing it is, to have met such a earnest friend in this treacherous Jianghu.
ending0406_m line Text12	
ending0406_m line Text13	A few years later, the tales begin to spread.
ending0406_m line Text14	There is a drunken swordsman addicted to martial art, his sword, never kills.
ending0406_m line Text15	Yet he can make wrongdoers change their ways, dropping their weapon, and do no more evil.
ending0406_m line Text16	No one knew how he does it,
ending0406_m line Text17	But topics like that makes for a good story to be told by the Tea Master of the Three Hero Village.
ending0406_m line Text18	And that is how the story of the sword that does not kill became widespread in Jianghu.......
ending0407_f title	No Regret, No Past
ending0407_f line Text01	From the moment he stepped in wulin, his vicious palm has been killing many evildoers and punishing the wicked,
ending0407_f line Text02	His art in using poison to cure diseases too healed many of the injured,
ending0407_f line Text03	From this moment on, who can still say a poison user from the Hall of Vicissitudes must be a evildoer?
ending0407_f line Text04	No matter from where they came, what martial arts they learned,
ending0407_f line Text05	people can only be truly judged by their conducts,
ending0407_f line Text06	and him, had always lived up to his role as a Xia.
ending0407_f line Text07	
ending0407_f line Text08	「To accomplish the most difficult goal, you must first become the most powerful martial artists.」
ending0407_f line Text09	That is the reason that shaped his being through his whole life.
ending0407_f line Text10	Though he never truly beat you, he also knew,
ending0407_f line Text11	instead of beating you, he much rather have a respectable rival that he can cherish for life......
ending0407_f line Text12	「If I use my poison for evil, I'll wait for you to come kill me any time.」
ending0407_f line Text13	You think of his earnest vow, but cannot help but find it some what amusing.
ending0407_f line Text14	How can he do evil? How can he die?
ending0407_f line Text15	He has made his vow.
ending0407_f line Text16	
ending0407_f line Text17	Once he overthrow the Hall of Vicissitudes and end the repeating tragedies in the wulin,
ending0407_f line Text18	He will wait for you at the peak of the martial path,
ending0407_f line Text19	to see who is the strongest.
ending0407_m title	No Regret, No Past
ending0407_m line Text01	From the moment he stepped in wulin, his vicious palm has been killing many evildoers and punishing the wicked,
ending0407_m line Text02	His art in using poison to cure diseases too healed many of the injured,
ending0407_m line Text03	From this moment on, who can still say a poison user from the Hall of Vicissitudes must be a evildoer?
ending0407_m line Text04	No matter from where they came, what martial arts they learned,
ending0407_m line Text05	people can only be truly judged by their conducts,
ending0407_m line Text06	and him, had always lived up to his role as a Xia.
ending0407_m line Text07	
ending0407_m line Text08	「To accomplish the most difficult goal, you must first become the most powerful martial artists.」
ending0407_m line Text09	That is the reason that shaped his being through his whole life.
ending0407_m line Text10	Though he never truly beat you, he also knew,
ending0407_m line Text11	instead of beating you, he much rather have a respectable rival that he can cherish for life......
ending0407_m line Text12	「If I use my poison for evil, I'll wait for you to come kill me any time.」
ending0407_m line Text13	You think of his earnest vow, but cannot help but find it some what amusing.
ending0407_m line Text14	How can he do evil? How can he die?
ending0407_m line Text15	He has made his vow.
ending0407_m line Text16	
ending0407_m line Text17	Once he overthrow the Hall of Vicissitudes and end the repeating tragedies in the wulin,
ending0407_m line Text18	He will wait for you at the peak of the martial path,
ending0407_m line Text19	to see who is the strongest.
ending0408_f title	New Breeze, Into Rain
ending0408_f line Text01	The one he owes his life too, is also the greatest enemy of his whole life. 
ending0408_f line Text02	When the lie is finally revealed, he began to doubt.
ending0408_f line Text03	Can people truly have unconditional trust between them?
ending0408_f line Text04	But he understood after hearing your calls, meeting you again,
ending0408_f line Text05	all that doubt was pointless.
ending0408_f line Text06	
ending0408_f line Text07	Though he has martial skills, he wanted to fight no more,  and would rather return to that tomb in Mount Zhongnan,
ending0408_f line Text08	To build a warm home for those without a home,
ending0408_f line Text09	Even at the forefront of conflicts in Jianghu and clashing ideals, one must never forget,
ending0408_f line Text10	never forget how people must cross their differences to reach mutual trust.
ending0408_f line Text11	That's the greatest lesson he learned in his three years in the Xia Pavilion.
ending0408_f line Text12	
ending0408_f line Text13	Within the mechanic room, he taught his mechanical skill to a few willing children,
ending0408_f line Text14	His gaze skimmed across that mechanical parasol you had given him.
ending0408_f line Text15	Though that parasol was but a half done work you've made under Uncle Qiu's instruction,
ending0408_f line Text16	it is also the greatest treasure in his life.
ending0408_f line Text17	「Chief Cheng, when are you gonna tell us the story about that parasol?」Hearing this question, he gently smiles......
ending0408_f line Text18	「It's just a story about how a hard mechanical parasol can still shelter us from the wind and rain 」
ending0408_f line Text19	But now, the only one that could understand him, is probably the tiny scorpion on his shoulder leisurely eating.
ending0408_m title	New Breeze, Into Rain
ending0408_m line Text01	The one he owes his life too, is also the greatest enemy of his whole life. 
ending0408_m line Text02	When the lie is finally revealed, he begin to doubt.
ending0408_m line Text03	Can people truly have unconditional trust between them?
ending0408_m line Text04	But he understood after hearing your calls, meeting you again,
ending0408_m line Text05	all that doubt was pointless.
ending0408_m line Text06	
ending0408_m line Text07	Though he has martial skills, he wanted to fight no more, he rather return to that tomb in Mount Zhongnan,
ending0408_m line Text08	To build a warm home for those without a home,
ending0408_m line Text09	Even at the forefront of conflicts in Jianghu and clashing ideals, one must never forget,
ending0408_m line Text10	never forget how people must cross their differences to reach mutual trust.
ending0408_m line Text11	That's the greatest lesson he learned in his three years in the Xia Pavilion.
ending0408_m line Text12	
ending0408_m line Text13	Within the mechanic room, he taught his mechanical skill to a few willing children,
ending0408_m line Text14	His gaze skimmed across that mechanical parasol you had given him.
ending0408_m line Text15	Though that parasol was but a half done work you've made under Uncle Qiu's instruction,
ending0408_m line Text16	it is also the greatest treasure in his life.
ending0408_m line Text17	「Chief Cheng, when are you gonna tell us the story about that parasol?」Hearing this question, he gently smiles......
ending0408_m line Text18	「It's just a story about how a hard mechanical parasol can still shelter us from the wind and rain 」
ending0408_m line Text19	Though only the scorpian relaxingly eating on his shoulder can truly understand the meaning of his words.
ending0409_f title	Carrying the World
ending0409_f line Text01	What of the fight over path of Xia, what love and hate,
ending0409_f line Text02	He just wants everyone to be safe and sound.
ending0409_f line Text03	Thats a simple creed, but one surprisingly heavy,
ending0409_f line Text04	heavy enough to nearly crush him.
ending0409_f line Text05	He clenches his fist and leaves Xia Pavilion.
ending0409_f line Text06	That familar Senior can no longer be found in the Pavilion.
ending0409_f line Text07	But a reassuring figure has appeared in wulin.
ending0409_f line Text08	Scars begin to crawl up his sturdy frame.
ending0409_f line Text09	His gentle face also becomes worn with age.
ending0409_f line Text10	What did not change is his clear gaze,
ending0409_f line Text11	and his unyielding will.
ending0409_f line Text12	You know, when you need it,
ending0409_f line Text13	that figure will be standing in front you.
ending0409_f line Text14	
ending0409_f line Text15	「Don't worry, I've gotcha.」he smiles, and scratches his head.
ending0409_m title	Carrying the World
ending0409_m line Text01	What of the fight over path of Xia, what love and hate,
ending0409_m line Text02	He just wants everyone to be safe and sound.
ending0409_m line Text03	Thats a simple creed, but one surprisingly heavy,
ending0409_m line Text04	heavy enough to nearly crush him.
ending0409_m line Text05	He clenches his fist and leaves Xia Pavilion.
ending0409_m line Text06	That familar Senior can no longer be found in the Pavilion.
ending0409_m line Text07	But a reassuring figure has appeared in wulin.
ending0409_m line Text08	Scars begin to crawl up his sturdy frame.
ending0409_m line Text09	His gentle face also becomes worn with age.
ending0409_m line Text10	What did not change is his clear gaze,
ending0409_m line Text11	and his unyielding will.
ending0409_m line Text12	You know, when you need it,
ending0409_m line Text13	that figure will be standing in front you.
ending0409_m line Text14	
ending0409_m line Text15	「Don't worry, I've gotcha.」he smiles, and scratches his head.
ending0410_f title	New Swallow Returns
ending0410_f line Text01	The night of Jiujiang city, clear moon and cold breeze.
ending0410_f line Text02	A few guards shouts and drags a prisoner from their home onto a cart,
ending0410_f line Text03	The neighbors chats amongst themselves, no one expected that generous merchant
ending0410_f line Text04	to be involved in trafficking people for profit. They are even more confused of how the magistrate figured out this case.
ending0410_f line Text05	Upon the roof, the red-dressed Xia quietly gazes upon the cart moving into the distance,
ending0410_f line Text06	and the merchant's family, crying by the mansion's gateway.
ending0410_f line Text07	She used to believe the righteous world can only be reached through a dark path with no return.
ending0410_f line Text08	But that day, you stood up, you fought against the tide,
ending0410_f line Text09	your action was like a hammerblow, showing her and her father's persistance is far from necessary.
ending0410_f line Text10	Duty comes from trust and belief placed upon you, Xia comes from distinguishment between right or wrong.
