book_it419000	Tale of the Curly-Bearded Swordsman	七夕段红儿剧情四选一赠送	True	MixedStudy	A book gifted by the Tea Master, told the story of three swordsmen in the Tang Dynasty.	PropsCategory419	2	re804it419000	it419000	0	None	0	Don't understimate this book，it may have a profound truth.	If you are not illiterate，then there is no reason to not read this book! unless...	m607010000	m607010001
book_ma050801	Wave Breaking Iron Paddle：Vol I	第二年入阁式後开放	True	MartialArtsBook	Tang Sanchang's famous paddle technique when he was in the Dongting Water Huts during the past years, rigid and soft, unpredictable like a dark tide and dangerous waves. Volume I contain the move <color=#FF0000>Dredge and Waves</color>.	PropsCategory405	2	re804ma050801	ma050801	0	None	0	Old Tang’s paddle technique used to be fierce and ruthless until his family was ruined and he was inspired by Master Cangming to have his current achievements. Hmph...Clear water or muddy water，depends on how you handle it.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma050901	Wave Breaking Iron Paddle：Vol II	春校成功救唐三长後开放阅读	True	MartialArtsBook	Tang Sanchang's famous paddle technique when he was in the Dongting Water Huts during the past years, rigid and soft, unpredictable like a dark tide and dangerous waves. Volume I contain the move <color=#FF0000>Impeding Tide</color>.	PropsCategory405	2	re804ma050901	ma050901	0	None	0	Old Tang’s paddle technique used to be fierce and ruthless until his family was ruined and he was inspired by Master Cangming to have his current achievements. Hmph...Clear water or muddy water，depends on how you handle it.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma060501	Hundred Forms of Sands：Vol I	第二年入阁式後开放	True	MartialArtsBook	One fan method from Hall of Heavenly Secrets. Sand and dust hide under the iron fan. With spreading and closing, the yellow sand is rolled up to kill the enemy invisibly. Volume I contain the move <color=#FF0000>Chasing the Wind</color>.	PropsCategory406	2	re804ma060501	ma060501	0	None	0	The Yumenguan city is exotic and lone，while the white grass is withered in the vast desert... Those swaggering desert bandits outside my pavilion were buried in yellow sand all over the sky. Remember the four words，fast，accurate，deceptive，and protean.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma060601	Hundred Forms of Sands：Vol II	木人守备传书开放阅读	True	MartialArtsBook	One fan method from Hall of Heavenly Secrets. Sand and dust hide under the iron fan. With spreading and closing, the yellow sand is rolled up to kill the enemy invisibly. Volume II contain the move <color=#FF0000>Flying Sands and Rocks</color>.	PropsCategory406	2	re804ma060601	ma060601	0	None	0	The Yumenguan city is exotic and lone，while the white grass is withered in the vast desert... Those swaggering desert bandits outside my pavilion were buried in yellow sand all over the sky. Remember the four words，fast，accurate，deceptive，and protean.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma060701	Hundred Forms of Sands：Vol III	恒山后含沙射影十级开放阅读	True	MartialArtsBook	One fan method from Hall of Heavenly Secrets. Sand and dust hide under the iron fan. With spreading and closing, the yellow sand is rolled up to kill the enemy invisibly. Volume III contain the move <color=#FF0000>Roaring Sand Storm</color>.	PropsCategory406	2	re804ma060701	ma060701	0	None	0	The Yumenguan city is exotic and lone，while the white grass is withered in the vast desert... Those swaggering desert bandits outside my pavilion were buried in yellow sand all over the sky. Remember the four words，fast，accurate，deceptive，and protean.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma061001	Thoughtless Six Realms：Vol I	第二年年初重岩村战斗掉落	True	MartialArtsBook	Hall of Vicissitudes assassin's method of puncture, always aims at the target's heart, ruthless and cruel. Volume I records <color=#FF0000>Emptied Heart</color>.	PropsCategory406	2	re804ma061001	ma061001	0	None	0	Oh...It seems that you are getting closer to the famous Young Master Shi. Being able to get this book at least means that you do have some improvements. But there is nothing to say about this stabbing method，killing is its only secret，boring.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma061101	Thoughtless Six Realms：Vol II	春校战斗胜利获得	True	MartialArtsBook	Hall of Vicissitudes assassin's method of puncture, always aims at the target's heart, ruthless and cruel. Volume II records <color=#FF0000>Heart-Rending Soul</color>.	PropsCategory406	2	re804ma061101	ma061101	0	None	0	Oh...It seems that you are getting closer to the famous Young Master Shi. Being able to get this book at least means that you do have some improvements. But there is nothing to say about this stabbing method，killing is its only secret，boring.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma06110101	Thoughtless Six Realms：Vol III	武昊传书获得	True	MartialArtsBook	Hall of Vicissitudes assassin's method of puncture, always aims at the target's heart, ruthless and cruel. Volume III records <color=#FF0000>Shura's Intention</color>.	PropsCategory406	2	re804ma06110101	ma06110101	0	None	0	Oh...It seems that you are getting closer to the famous Young Master Shi. Being able to get this book at least means that you do have some improvements. But there is nothing to say about this stabbing method，killing is its only secret，boring.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma070101	Love of Butterfly：Vol I	第二年初藏经阁开启	True	MartialArtsBook	Hall of Vicissitudes Hidden weapons martial art, the Misty Butterfly's famous skill. Slender hands, dancing lightly, like a butterfly dancing among flowers. Volume I records <color=#FF0000>Drizzling Rain in Light Wind</color>.	PropsCategory407	2	re804ma070101	ma070101	0	None	0	Your Master Ning once said that this technique was transformed from the story she was fascinated by during her childhood. A pair of grudges lovers who suffered and turned into butterflies from the grave. No wonder，she used to hide her impulse of slaughter in that butterfly dance.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma071301	Go Records of Grass and Trees	四艺棋暗器招式	True	MartialArtsBook	A Jin Dynasty record of Xiean and his nephew playing Go, which is known as "Go Records of Grass and Trees" in history. The record recordss examples of troops formations to win more with less. Maybe it can be combined with <color=#FF0000>Martial Arts Theory about Hidden Weapons</color>.	PropsCategory409	1	re804ma071301	ma071301	0	None	0	Well... combine art with martial moves? Okay，let me see what you can get.	Humph... You only had few knowledge in both art and martial arts now. You think you can learn anything just by staring at what your predecessors have written? It's time to wake up from your daydreams.	m607010000	m60701071301
book_xinfa403feiliu	Falling Stream Style	2年初期藏书	True	MantraBook	Using the majestic waterfall force to metaphor the body technique and the energy movement technique, it can deal with all kinds of battle conditions. The author is anonymous.	PropsCategory418	1	re804xinfa403	xinfa403feiliu	{ "LogicalNode" : [ { "CheckPlayerTotalUpgradableProperty" : 0, 350}  ], 0} 	Total basic stats up to 500	0	Read carefully. The collection of books here are even more important than you!,This is also another choice for people that do not have any idea or speciality.,Is it really important to know who is the author? Do you really read the knowledge from the book or just look at its front cover.	According to your current cultivation，I am afraid you will be failed to understand this book.	m607010000	m607010001
book_xinfa404yihua	Flower Grafting Creed	2年初期藏书	True	MantraBook	Written by the Freelancer Flower graftter, who claimed this inner style could have the ability to move everything. Although it is exaggerated, it is a delicate skill of listening and distinguishing the orientations of attacks.	PropsCategory418	1	re804xinfa404	xinfa404yihua	{ "LogicalNode" : [ { "CheckPlayerUpgradableProperty" : 0, 149, 1020} , { "CheckPlayerUpgradableProperty" : 0, 149, 1030}  ], 1} 	Dexterity or Vitality up to 150	0	Read carefully. The collection of books here are even more important than you!,The trick… if you failed to disperse the impact like grafting the flower you will just stand and take the beating for nothing.,Hmph…even the guy called Flower Grafter is eccentric and unreasonable his tricks are still pretty useful.	If your bottom is unstable and your foundation is unreliable like this，don't ask for trouble here!	m607010000	m607010001
book_xinfa405jingang	Vajra Sutra	2年初期藏书	True	MantraBook	From the Vajra sect of the Western regions, can imagine visualizing the Vajra protector, and break all kinds of arrogance.	PropsCategory418	1	re804xinfa405	xinfa405jingang	{ "LogicalNode" : [ { "CheckPlayerUpgradableProperty" : 0, 149, 1010} , { "CheckPlayerUpgradableProperty" : 0, 149, 1040}  ], 1} 	Strength or Will up to 150	0	Read carefully. The collection of books here are even more important than you!,Learning their methods? Make sure you won't turn yourself stubborn like them.,The key of this method is being dauntless and worriless. Make sure you are ready. 	Heh，like you，weak in Will and lacks the skill in hands. I am afraid practicing this method is like drawing a tiger into a cat...	m607010000	m607010001
book_xinfa503shouzheng	Clear Heart Creed	第二年夏校中庸奖励	True	MantraBook	One inner style method of Xia Pavillion, created by the previous Headmaster Master Cangming when he inspired by the knowledge of Clear Mind from the great Confucianist, Lu Jiuyuan. It emphasizes that practitioners can observe foreign objects from their original minds.	PropsCategory418	3	re804xinfa503	xinfa503shouzheng	0	None	0	Hum...human are born ignorant，none know of good and evil，black and white. Everything depends on acquired learning. The so-called mind learning is just a beautiful fantasy of those corrupt scholars. However，it is not useless to observe everything and maintain correctness.	With your current cultivation，I'm afraid that you cannot understand even what Clear Mind is talking about. Go back and do more meditation.	m607010000	m607010001
book_xinfa504xinyiliuhe	Six Harmonious Path of the Heart	2年中期藏书	True	MantraBook	The victory or defeat of combat between masters always depends on the slightest details. This tactic attaches great importance to the control of self strength and uses the opponent’s flaws to fight back. But once it fails, it will expose your weak point like revealing an empty door.	PropsCategory418	1	re804xinfa504	xinfa504xinyiliuhe	{ "LogicalNode" : [ { "CheckPlayerUpgradableProperty" : 0, 119, 1020} , { "CheckPlayerUpgradableProperty" : 0, 119, 1030} , { "CheckPlayerUpgradableProperty" : 0, 119, 1010} , { "CheckPlayerUpgradableProperty" : 0, 119, 1040}  ], 0} 	Strength, Vitality, Dexterity, Will up to 120	0	Read carefully. The collection of books here are even more important than you! ,The so-called Embrace the Core is the ultimate state of controlling Self. Are you confident enough to try? ,A few practice this skill when many practiced. Try to understand what it means.	There are always other skills that suit you better. So don't ask for trouble on this one.	m607010000	m607010001
book_xinfa601shizichan	Lion Mediation	恒山屍化事件探索奖励	True	MantraBook	The method of Holy Rock Sect meditation is like the great power of the lion king to fight hard to transcend the mundane and leave the meditation state freely.	PropsCategory418	3	re804xinfa601	xinfa601shizichan	0	None	0	The bones in Mount Heng's cave... Maybe it died there during the Cult chaos. Practice it well since it's your fortune. Don't turn the fierce lion into a distracted monkey.	Humph，it's vain to have such a good fortune as you are lack concentration and understanding. Go back and do more meditation first.	m607010000	m607010001
book_ma011401	Hands of Blustery Cloud Eagle:：Vol I		True	MartialArtsBook	One of  Wolf's Lung Condor's Heart，Huo Tan's most famous techniques，the finger claws chase the enemy with a powerful force. Volume I contain the move <color=#FF0000>Stretching Wings</color>.	PropsCategory401	3	re804ma011401	ma011401	0	None	0	The head thief's reputation is based on his ruthlessness in not letting go of his prey，but I'm afraid the power of the claws will be lost by your uses.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma011501	Hands of Blustery Cloud Eagle：Vol II		True	MartialArtsBook	One of  Wolf's Lung Condor's Heart，Huo Tan's most famous techniques，the finger claws chase the enemy with a powerful force. Volume II contain the move <color=#FF0000>Eagle Finch</color>.	PropsCategory401	3	re804ma011501	ma011501	0	None	0	The head thief's reputation is based on his ruthlessness in not letting go of his prey，but I'm afraid the power of the claws will be lost by your uses.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma011601	Hands of Blustery Cloud Eagle：Vol III		True	MartialArtsBook	One of  Wolf's Lung Condor's Heart，Huo Tan's most famous techniques，the finger claws chase the enemy with a powerful force. Volume III contain the move <color=#FF0000>Bloodclaw Beak</color>.	PropsCategory401	2	re804ma011601	ma011601	0	None	0	The head thief's reputation is based on his ruthlessness in not letting go of his prey，but I'm afraid the power of the claws will be lost by your uses.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma021801	Seven Skill of Driving Wind：Vol I		True	MartialArtsBook	Xia Pavillion leg techniques, which is said to be left behind by the Eastern Ancestors, is about the use of Qi, the movement of energy into the wind, and the use of the legs as if they were swords. Volume I contain the move <color=#FF0000>Wind Blade Frost Sword</color>.	PropsCategory402	3	re804ma021801	ma021801	0	None	0	Rumor said that Master Dongfang used these Kicks as a brush to carve the words "Tread Thin Air and Ride the Wind" on top of the Red Cliff Rocks...his internal strength is really levels above ordinary people. I guess you guys are not reaching that level in my lifetime.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma021901	Seven Skill of Driving Wind：Vol II		True	MartialArtsBook	Xia Pavillion leg techniques, which is said to be left behind by the Eastern Ancestors, is about the use of Qi, the movement of energy into the wind, and the use of the legs as if they were swords. Volume II contain the move <color=#FF0000>Cloud Dragon Wind Tiger</color> is recorded in the middle volume.	PropsCategory402	3	re804ma021901	ma021901	0	None	0	Rumor said that Master Dongfang used these Kicks as a brush to carve the words "Tread Thin Air and Ride the Wind" on top of the Red Cliff Rocks...his internal strength is really levels above ordinary people. I guess you guys are not reaching that level in my lifetime.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma022001	Seven Skill of Driving Wind：Vol III		True	MartialArtsBook	Xia Pavillion leg techniques, which is said to be left behind by the Eastern Ancestors, is about the use of Qi, the movement of energy into the wind, and the use of the legs as if they were swords. Volume III contain the move <color=#FF0000>Mighty Eastern Wind</color>.	PropsCategory402	2	re804ma022001	ma022001	0	None	0	Rumor said that Master Dongfang used these Kicks as a brush to carve the words "Tread Thin Air and Ride the Wind" on top of the Red Cliff Rocks...his internal strength is really levels above ordinary people. I guess you guys are not reaching that level in my lifetime.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma03110101	Whirling Snow Sword：Vol I	第三年春校後开启版本	True	MartialArtsBook	The Crystalline Ice Sword Sect Sword method is known for its cold blades that pierce the bones and tread snow without a trace. Volume I contain the move <color=#FF0000>Gentle Night Snow</color>.	PropsCategory403	2	re804ma031101	ma031101	{ "LogicalNode" : [ { "CheckPlayerTotalUpgradableProperty" : 0, 279}  ], 0} 	Total basic stats up to 280	0	...This many years of knots，finally untied after her death. The Whirling Snow is worthy of its name. And its agility also only Misty Castle's Jade Dragon flying Sword can be compared to.	Two years of training and still no progress... No matter what you did to save that white girl from the mountain，go back and practice again.	m607010000	m607010001
book_ma031201	Whirling Snow Sword：Vol II	第三年春校後开启	True	MartialArtsBook	The Crystalline Ice Sword Sect Sword method is known for its cold blades that pierce the bones and tread snow without a trace. Volume II contain the move <color=#FF0000>Gliding Frost Steps</color> is recorded in the middle scroll.	PropsCategory403	3	re804ma031201	ma031201	{ "LogicalNode" : [ { "CheckPlayerSkillLevel" : 0, 6, "ma031101"}  ], 0} 	Gentle Night Snow reaches level 7	0	...This many years of knots，finally untied after her death. The Whirling Snow is worthy of its name. And its agility also only Misty Castle's Jade Dragon flying Sword can be compared to.	Two years of training and still no progress... No matter what you did to save that white girl from the mountain，go back and practice again.	m607010000	m607010001
book_ma031301	Whirling Snow Sword：Vol III	第三年春校後开启	True	MartialArtsBook	The Crystalline Ice Sword Sect Sword method is known for its cold blades that pierce the bones and tread snow without a trace. Volume III contain the move <color=#FF0000>Pure Frozen Heart</color>.	PropsCategory403	2	re804ma031301	ma031301	{ "LogicalNode" : [ { "CheckPlayerSkillLevel" : 0, 6, "ma031201"}  ], 0} 	Gliding Frost Steps reach level 7	0	...This many years of knots，finally untied after her death. The Whirling Snow is worthy of its name. And its agility also only Misty Castle's Jade Dragon flying Sword can be compared to.	Two years of training and still no progress... No matter what you did to save that white girl from the mountain，go back and practice again.	m607010000	m607010001
book_ma040801	Blade of Lone Goose in the Fallen Sun：Vol I		True	MartialArtsBook	Flaming Cloud Cave sabre technique, created by Dan Fengzi after travelling around the Southern Mountains and watching the sun set on the lonely geese, after the sharp sabre, there was only a silent chat. Volume I contain the move <color=#FF0000>Flame Goose Sweeping</color> the key.	PropsCategory404	3	re804ma040801	ma040801	0	None	0	The lone geese return to the peak，the sky is full of danxia... Flaming Cloud Cave is good at traversing the enemy's line and attacking the enemy's weaknesses，but if you lack the exercise of movement and eyesight，then light Dexterity's wonderful Blade move will be useless in the face of strong enemies.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma040901	Blade of Lone Goose in the Fallen Sun：Vol II		True	MartialArtsBook	Flaming Cloud Cave sabre technique, created by Dan Fengzi after travelling around the Southern Mountains and watching the sun set on the lonely geese, after the sharp sabre, there was only a silent chat. Volume II contain the move <color=#FF0000>The Incinerator's Song</color>.	PropsCategory404	3	re804ma040901	ma040901	0	None	0	The lone geese return to the peak，the sky is full of danxia... Flaming Cloud Cave is good at traversing the enemy's line and attacking the enemy's weaknesses，but if you lack the exercise of movement and eyesight，then light Dexterity's wonderful Blade move will be useless in the face of strong enemies.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma041001	Blade of Lone Goose in the Fallen Sun：Vol III		True	MartialArtsBook	Flaming Cloud Cave sabre technique, created by Dan Fengzi after travelling around the Southern Mountains and watching the sun set on the lonely geese, after the sharp sabre, there was only a silent chat. Volume III contain the move <color=#FF0000>The Inferno Echos</color> the key.	PropsCategory404	2	re804ma041001	ma041001	0	None	0	The lone geese return to the peak，the sky is full of danxia... Flaming Cloud Cave is good at traversing the enemy's line and attacking the enemy's weaknesses，but if you lack the exercise of movement and eyesight，then light Dexterity's wonderful Blade move will be useless in the face of strong enemies.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma051401	Staff of the Great Sage：Vol I		True	MartialArtsBook	The Butterfly Troupe polearm technique, which uses the body of the Great Sage, strikes from a clever direction and delivers a force far higher than the physical ability of the martial artist.	PropsCategory405	3	re804ma051401	ma051401	0	None	0	Although Butterfly Troupe's origins and achievements are not comparable to those of Holy Rock Sect and Zhenwu Temple，its ability to adapt and transform all the techniques into moves is beyond the reach of these famous schools that are bound by tradition.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma051501	Staff of the Great Sage：Vol II		True	MartialArtsBook	The Butterfly Troupe polearm technique which uses the body of the Great Sage, strikes from a clever direction and delivers a force far higher than the physical ability of the martial artist., and the key to the move <color=#FF0000>Pinning down the Waves</color> is recorded in the middle scroll.	PropsCategory405	3	re804ma051501	ma051501	0	None	0	Although Butterfly Troupe's origins and achievements are not comparable to those of Holy Rock Sect and Zhenwu Temple，its ability to adapt and transform all the techniques into moves is beyond the reach of these famous schools that are bound by tradition.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma051601	Staff of the Great Sage：Vol III		True	MartialArtsBook	The Butterfly Troupe polearm technique, which uses the body of the Great Sage, strikes the stick from a clever direction, striking with a force far higher than the physical ability of the martial artist.	PropsCategory405	2	re804ma051601	ma051601	0	None	0	Although Butterfly Troupe's origins and achievements are not comparable to those of Holy Rock Sect and Zhenwu Temple，its ability to adapt and transform all the techniques into moves is beyond the reach of these famous schools that are bound by tradition.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma051801	Heavy Lance of the Phoenix King：Vol I	上官煦七长柄达标	True	MartialArtsBook	The Shangguan family's secret martial arts, the move is domineering, like a great phoenix spreading its wings and sweeping in. Volume I contain the move <color=#FF0000>Noble Convolute</color>.	PropsCategory405	1	re804ma051801	ma051801	{ "LogicalNode" : [ { "CheckPlayerTotalUpgradableProperty" : 0, 399}  ], 0} 	Total basic stats up to 400	0	I heard that this is the secret Martial Art of the Shangguan family，whose style is as domineering as a phoenix spreading its wings and sweeping through with an astonishing fire，leaving nothing to survive. I hope you can practice well，do not let down the Shangguan family's trust in you.	I don't know what the group of martial arts idiots in the Shangguan family think，and they don't look at your level，so they are anxious to teach you these martial arts，and they are not afraid to help you grow up? I can't let you practice indiscriminately.	m607010000	m607010001
book_ma051901	Heavy Lance of the Phoenix King：Vol II	上官煦七长柄达标	True	MartialArtsBook	The Shangguan family's secret martial arts, the move is domineering, like a great phoenix spreading its wings and sweeping in. Volume II contain the move <color=#FF0000>Delicate the Mythicals</color>.	PropsCategory405	2	re804ma051901	ma051901	{ "LogicalNode" : [ { "CheckPlayerTotalUpgradableProperty" : 0, 599}  ], 0} 	Total basic stats up to 600	0	I heard that this is the secret Martial Art of the Shangguan family，whose style is as domineering as a phoenix spreading its wings and sweeping through with an astonishing fire，leaving nothing to survive. I hope you can practice well，do not let down the Shangguan family's trust in you.	I don't know what the group of martial arts idiots in the Shangguan family think，and they don't look at your level，so they are anxious to teach you these martial arts，and they are not afraid to help you grow up? I can't let you practice indiscriminately.	m607010000	m607010001
book_ma052001	Heavy Lance of the Phoenix King：Vol III	上官煦七长柄达标	True	MartialArtsBook	The Shangguan family's secret martial arts, the move is domineering, like a great phoenix spreading its wings and sweeping in. Volume III contain the move <color=#FF0000>The Vivifications</color>.	PropsCategory405	3	re804ma052001	ma052001	{ "LogicalNode" : [ { "CheckPlayerTotalUpgradableProperty" : 0, 699}  ], 0} 	Total basic stats up to 700	0	I heard that this is the secret Martial Art of the Shangguan family，whose style is as domineering as a phoenix spreading its wings and sweeping through with an astonishing fire，leaving nothing to survive. I hope you can practice well，do not let down the Shangguan family's trust in you.	I don't know what the group of martial arts idiots in the Shangguan family think，and they don't look at your level，so they are anxious to teach you these martial arts，and they are not afraid to help you grow up? I can't let you practice indiscriminately.	m607010000	m607010001
book_ma061201	Soul-Ingesting Clod Wind：Vol I		True	MartialArtsBook	Hall of Vicissitudes assasins, the fan of the poisonous hand of the madman, Feng Qianzheng, conceals a poison that damages one's meridians and attacks one with an insidious wind. It is the most effective way to kill an enemy. Volume I contain the move <color=#FF0000>Thinned to the Bone</color>.	PropsCategory406	3	re804ma061201	ma061201	0	None	0	Feng Qianshang was notoriously invincible，and it was not an accident that Barbed Bamboo could find the secret book from his corpse. Letting you practice is to test your will，so don't be influenced by the rants in this killer book.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma061301	Soul-Ingesting Clod Wind：Vol II		True	MartialArtsBook	Hall of Vicissitudes assasins, the fan of the poisonous hand of the madman, Feng Qianzheng, conceals a poison that damages one's meridians and attacks one with an insidious wind. It is the most effective way to kill an enemy. Volume II contain the move <color=#FF0000>Five Exhaustion and Seven Bone</color>.	PropsCategory406	3	re804ma061301	ma061301	0	None	0	Feng Qianshang was notoriously invincible，and it was not an accident that Barbed Bamboo could find the secret book from his corpse. Letting you practice is to test your will，so don't be influenced by the rants in this killer book.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma061401	Soul-Ingesting Clod Wind：Vol III		True	MartialArtsBook	Hall of Vicissitudes assasins, the fan of the poisonous hand of the madman, Feng Qianzheng, conceals a poison that damages one's meridians and attacks one with an insidious wind. It is the most effective way to kill an enemy. Volume III contain the move <color=#FF0000>Unbearable Misery</color>.	PropsCategory406	2	re804ma061401	ma061401	0	None	0	Feng Qianshang was notoriously invincible，and it was not an accident that Barbed Bamboo could find the secret book from his corpse. Letting you practice is to test your will，so don't be influenced by the rants in this killer book.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma061601	Thousand Machinations：Vol I		True	MartialArtsBook	Contain the essences of the move <color=#FF0000>Long Serpent</color>.	PropsCategory406	2	re804ma061601	ma061601	0	None	0	Hmph... your studies are rambling，all you waste is your time，take it.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma061701	Thousand Machinations：Vol II		True	MartialArtsBook	Contain the essences of the move <color=#FF0000>Five Tiger Barring Gates</color>.	PropsCategory406	2	re804ma061701	ma061701	0	None	0	Hmph... your studies are rambling，all you waste is your time，take it.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma061801	Thousand Machinations：Vol III		True	MartialArtsBook	Contain the essences of the move <color=#FF0000>Eight Gates Golden Seal</color>.	PropsCategory406	2	re804ma061801	ma061801	0	None	0	Hmph... your studies are rambling，all you waste is your time，take it.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma070301	Love of Butterfly：Vol III		True	MartialArtsBook	Contain the essences of the move <color=#FF0000>Hazy Fragrances from the Dream</color>.	PropsCategory407	2	re804ma070301	ma070301	0	None	0	Master Ning said that this technique is based on the story she was fascinated by when she was a child. A pair of resentful couples who could not end well and split into butterflies. No wonder, she used to hide in the butterfly dance，her murderous intent on the world...	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma070401	Smog Enveloping the Cold Waters：Vol I		True	MartialArtsBook	Flying Snowy Fox's unique Hidden Weapons, a bead-like pouch wrapped in an aromatic liquid mixed with toxin, is sprinkled on the target as Hidden Weapons. Volume I contain the move <color=#FF0000>Lotus Arm</color>.	PropsCategory407	3	re804ma070401	ma070401	0	None	0	Although that fox's technique is as insidious as ever，it is undeniable that in this world that is gradually moving towards filth，only such a technique can surprise and open up opportunities for victory.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma070501	Smog Enveloping the Cold Waters：Vol II		True	MartialArtsBook	Flying Snowy Fox's unique Hidden Weapons, a bead-like pouch wrapped in an aromatic liquid mixed with toxin, is sprinkled on the target as Hidden Weapons. Volume II contain the move <color=#FF0000>Frozen Fogg</color>.	PropsCategory407	3	re804ma070501	ma070501	0	None	0	Although that fox's technique is as insidious as ever，it is undeniable that in this world that is gradually moving towards filth，only such a technique can surprise and open up opportunities for victory.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_ma070601	Smog Enveloping the Cold Waters：Vol III		True	MartialArtsBook	Flying Snowy Fox's unique Hidden Weapons, a bead-like pouch wrapped in an aromatic liquid mixed with toxins, is sprinkled on the target as Hidden Weapons. Volume III contain the move <color=#FF0000>Misty Moon</color>.	PropsCategory407	2	re804ma070601	ma070601	0	None	0	Although that fox's technique is as insidious as ever，it is undeniable that in this world that is gradually moving towards filth，only such a technique can surprise and open up opportunities for victory.	Steping on the next level? First look in the mirror and ask how much you have improved.	m607010000	m607010001
book_xinfa204Suhuen	The Sutra of a Pure Soul	第三年春校後开启	True	MantraBook	The Crystalline Ice Sword Sect internal arts.	PropsCategory418	3	re804xinfa204	xinfa204Suhuen	{ "LogicalNode" : [ { "CheckPlayerGender" : False}  ], 0} 	Only women can practice	0	The sky is like water，the clouds are like sweeping，and the soul is flowing... The method of cultivating the woman's cold qi is to lay the foundation for the practice of the Clear Heaven Clearing Technique，but... the exhaustive effort is not a long way to go.	...It's the same a few times. External exercises may still allow you to practice，but this internal exercise is considered for a woman everywhere. If you become a useless person，I have to clean up the aftermath for you and choose another one.	m607010000	m607010001
book_xinfa705tanshibaojuan	Lamentation of the World	第三年春校探索奖励	True	MantraBook	The Lifeless Cult classic is also a qigong practiced by many people. The main purpose is to perceive the suffering of the world, and to realize the light of the world.	PropsCategory418	3	re804xinfa705	xinfa705tanshibaojuan	0	None	0	I never imagined that this sutra will see the light of day again... If you want to practice，I won't stop you. The so-called good and evil are all crowned by people in the end. This method of realizing suffering and transforming power also has its own unique features.	According to your current cultivation，I am afraid you will be failed to understand this book.	m607010000	m607010001
book_xinfa707tianwangce	Strategem of Heavenly Kings	第三年初	True	MantraBook	It is not a rare internal art, which can be learned in the military, but the essence of overcoming hardships is rare for those who do not have a hundred battles	PropsCategory418	3	re804xinfa707	xinfa707tianwangce	0	Strength or Vitality up to 150	0	Flip through carefully，the collection of books here is even more important than you!,Huh，only those rude men will practice this kind of injury-for-injury style of play. If you have rough skin and thick flesh，you can barely give it a try.	According to your current cultivation，I am afraid you will be failed to understand this book.	m607010000	m607010001
book_xinfa708yujiajing	Yoga Sutra	第三年初	True	MantraBook	Originated from a foreign country, it is a unique exercise method born to explore the mysteries of the human universe, but I do not know when it was integrated into the martial arts of Jianghu.	PropsCategory418	3	re804xinfa708	xinfa708yujiajing	0	Dexterity or Will up to 150	0	Flip through carefully，the collection of books here is even more important than you!,The stone of his mountain can be wrong. Cultivating the classics in different places may be enlightening，but you should leave the roots behind.	According to your current cultivation，I am afraid you will be failed to understand this book.	m607010000	m607010001
